Stories,,,,
Sales by Items By Group,,,,
Division: SANDWICHES,,,,
Group: SUB SANDWICHES,,,,
TUNA SUB,,233,"82,285.62",
VEGGIE SUB,,2555,"13,736.34",
TURKEY & CHEESE SUB,,1034,"374,979.10",
CHICKEN TERIAKI SUB,,220,"74,136.04",
BROWN CHICKEN TERIAKI SUB,,192,"70,219.82",
BROWN TUNA SUB,,316,"121,828.11",
BROWN TURKEY & CHEESE SUB,,1707,"670,861.14",
BROWN VEGGIE SUB,,34,"13,162.76",
PESTO HALLOUMI SUB,,530,"152,385.95",
LABNEH SUB,,604,"50,869.19",
BROWN LABNEH SUB,,265,"75,035.95",
BROWN PESTO HALLOUMI SUB,,1023,"334,696.40",
BROWN CHICKEN CAESAR SANDWICH,,521,"248,429.73",
CHICKEN CAESAR SANDWICH,,522,"233,792.01",
PULLED BEEF CHIMICHURRI SANDWICH,,4,"1,681.68",
BROWN PULLED BEEF CHIMICHURRI SANDWICH,,5,"2,252.25",
Total by Group: SUB SANDWICHES,,9765,"2,520,352.08",
Total by Division: SANDWICHES,,9765,"2,520,352.08",
Division: CINNAMON ROLLS,,,,
Group: CINNAMONS,,,,
CLASSIC CINNAMON ROLL LARGE,,2747,"757,731.23",
CHOCOLATE ROLL LARGE,,697,"192,792.79",
RED CINNAMON ROLL,,86,"28,468.47",
LOTUS ROLL,,114,"41,131.53",
19-Jan-26,Years:2025 Months:0,,Page 215 of,359
Description,Barcode,Qty,Total Amount,
Total by Group: CINNAMONS,,3644,"1,020,124.03",
Total by Division: CINNAMON ROLLS,,3644,"1,020,124.03",
Division: CARTON,,,,
Group: PACKAGING,,,,
CARTON HANDLE BAG,,10,0,
SMALL DESSERT BOX(1PCS),,10,0,
Total by Group: PACKAGING,,20,0,
Total by Division: CARTON,,20,0,
Division: NOT USED,,,,
Group: NOT USED,,,,
TUNA PASTA SALAD/NOT USED,,3,"1,400.00",
QUINOA SALAD/NOT USED,,3,"1,400.00",
CHOCOLATE PLUS,,21,"2,108.41",
CHICKEN BREAST SUB,,7,"2,493.99",
PRUNELLE THYME CROISSANT/NOT USED,,191,"38,220.00",
PRUNELLE CHEESE CROISSANT/NOT USED,,334,"66,840.00",
PRUNELLE CHOCOLATE CROISSANT/NOT USED,,283,"56,720.00",
BROWN CHICKEN BREAST SUB,,3,"1,160.36",
BROWN SALAMI & PEPPERONI SUB/NOT USED,,3,"1,200.00",
ROCCA SALAD/NOT USED,,1,333.33,
TIRAMISU ROLL/not used,,3,"1,100.00",
ROCCA SALAD (GRAB&GO),,89,"37,691.89",
STEVIA SUGAR SACHET/NOT USED,,71,0,
POMEGRANATE CUP/NOT USED,,102,"20,400.00",
NY STYLE COOKIE -PISTACHIO,,15,"5,000.00",
TASTING CUP DRAGON FRUIT YOGHURT/NOT USED,,3,0,
JOYCREAM FRUIT ROUGES,,41,"3,981.08",
BROWN FILET STEAK SANDWICH,,30,"15,000.00",
FILET STEAK SANDWICH,,29,"13,533.75",
NY STYLE COOKIE/NOT USED,,14,"4,700.00",
GRILLED VEGGIE SUB,,33,"2,148.35",
BROWN GRILLED VEGGIE SUB,,4,"1,900.90",
PRUNELLE PLAIN CROISSANT/NOT USED,,123,"24,660.00",
LEBANESE SALAD (GRAB&GO),,20,"9,333.33",
ADD STEAK,,31,"4,106.91",
PISTACHIO COOKIES/NOT USED,,10,"2,666.67",
BROOKIES/NOT USED,,7,"1,866.67",
19-Jan-26,Years:2025 Months:0,,Page 216 of,359
Description,Barcode,Qty,Total Amount,
RASPBERRY COOKIES/NOT USED,,4,"1,066.67",
NY STYLE COOKIE - RED PISTACHIO/NOT USED,,3,"1,000.00",
LYCHEE BOBA/NOT USED,,1,0,
STRAWBERRY BOBA/NOT USED,,18,0,
GRANELLA DI BISCOTTO COMBO,,271,0,
KROCCO MILK,,1,90.09,
COOKIES & MILK,,53,"5,279.28",
VALENTINE HOT CHOCOLATE/NOT USED,,84,"30,836.67",
GRANELLA DI BISCOTTO,,2,200,
NUTELLA ROLL,,311,"114,130.72",
BROWN ASIAN CRAB SANDWICH,,13,"4,803.60",
ASIAN CRAB SANDWICH,,12,"3,963.96",
ADD CRAB,,4,480.48,
BERRIES SNACKOLOSI,,2,204.2,
Total by Group: NOT USED,,2253,"482,021.32",
Total by Division: NOT USED,,2253,"482,021.32",
Division: SUBS,,,,
Group: ADD ONS,,,,
ADD SMOKED TURKEY,,273,"27,654.65",
ADD CHEDDAR CHEESE,,9,586.79,
ADD TUNA,,117.5,"16,024.74",
ADD CHICKEN,,290,"39,827.63",
ADD HALLOUM CHEESE,,92,"8,734.23",
ADD PULLED BEEF,,29,"4,354.35",
Total by Group: ADD ONS,,810.5,"97,182.40",
Total by Division: SUBS,,810.5,"97,182.40",
Division: POP UP BEVERAGE,,,,
Group: POP UP BEVERAGE,,,,
LATTE COMBO,,1,0,
SALTED CARAMEL LATTE COMBO,,1,0,
MOCHA COMBO,,1,0,
Total by Group: POP UP BEVERAGE,,3,0,
Total by Division: POP UP BEVERAGE,,3,0,
Division: OFFER,,,,
Group: OFFER,,,,
CINNAMON ROLL+DRINK,,2,780.78,
TURKEY & CHEESE SUB+DRINK,,1,480.48,
19-Jan-26,Years:2025 Months:0,,Page 217 of,359
Description,Barcode,Qty,Total Amount,
Total by Group: OFFER,,3,"1,261.26",
Total by Division: OFFER,,3,"1,261.26",
Division: GRAB&GO FOOD,,,,
Group: PACKAGED FOOD,,,,
FREEZE DROPS STRAWBERRY,,583,"116,288.89",
MEDIUM CHIPS,,614,"39,261.92",
MATCHA CUP,,13,"2,732.73",
VANILLA  ASH,,35,"7,357.36",
BEETROOT CUP,,23,"4,834.83",
CHOCOLATE SP/MO,,74,"15,555.56",
HONEY PEANUT ST BITES,,100,"16,216.22",
SPECIALITY COFFEE ST BITES,,77,"12,486.49",
Total by Group: PACKAGED FOOD,,1519,"214,733.99",
Group: SALADS,,,,
GREEK SALAD (GRAB&GO),,83,"36,838.08",
QUINOA SALAD (GRAB&GO),,175,"81,321.92",
TUNA PASTA SALAD (GRAB&GO),,263,"122,195.62",
ASIAN SALAD (GRAB&GO),,130,"57,194.83",
CAESER SALAD (GRAB&GO),,20,"8,408.41",
CHICKEN CAESER SALAD (GRAB&GO),,80,"36,997.00",
MEXICAN FEISTA SALAD,,6,"2,882.88",
CHICKEN VERDE SALAD,,4,"1,849.85",
PASTA PESTO SALAD,,4,"1,921.92",
Total by Group: SALADS,,765,"349,610.51",
Group: FRUITS,,,,
PINEAPPLE CUP,,333,"119,846.58",
BOUMALI CUP,,258,"48,623.42",
Total by Group: FRUITS,,591,"168,470.00",
Group: PACKAGED DESSERT,,,,
TIRAMISU CUP,,233,"87,462.46",
MAK BAR CHOCOLATE CRUNCH,,4,936.94,
MAK BAR PRO VANILLE,,4,"1,129.13",
MAK BAR PRO COOKIES CREAM,,8,"2,258.26",
MAK BAR WHITE ALMOND CRUNCH,,7,"1,639.64",
Total by Group: PACKAGED DESSERT,,256,"93,426.43",
Total by Division: GRAB&GO FOOD,,3131,"826,240.93",
Division: DONUTS,,,,
Group: DONUTS,,,,
19-Jan-26,Years:2025 Months:0,,Page 218 of,359
Description,Barcode,Qty,Total Amount,
PISTACHIO CREAM DOUGHNUTS,,102,"20,420.00",
BOSTON CREAM DONUT,,99,"19,940.00",
OREO DOUGHNUTS,,92,"18,420.00",
HAZELNUT DOUGHNUTS,,94,"18,800.00",
STRAWBERRY DOUGHNUTS,,90,"18,020.00",
LOTUS DOUGHNUTS,,105,"21,040.00",
KINDER DOUGHNUTS,,137,"27,460.00",
Total by Group: DONUTS,,719,"144,100.00",
Total by Division: DONUTS,,719,"144,100.00",
Total by Branch: Stories Batroun,,"371,889.05","49,353,274.61",
Branch: Stories Saida,,,,
Division: HOT BAR SECTION,,,,
Group: BLACK COFFEE,,,,
ESPRESSO,,2857,"437,713.84",
DOUBLE ESPRESSO,,3707,"628,525.10",
AMERICANO SMALL,,1353,"255,194.02",
AMERICANO MEDIUM,,828,"182,198.74",
AMERICANO LARGE,,202,"50,599.71",
BLACK COFFEE SMALL,,2431,"344,464.86",
BLACK COFFEE MEDIUM,,1221,"244,966.43",
BLACK COFFEE LARGE,,213,"49,503.90",
SINGLE ESPRESSO MACC,,93,"14,226.19",
DOUBLE ESPRESSO MAC,,161,"29,895.06",
TRIPLE ESPRESSO,,754,"4,825.65",
SINGLE LONGO,,266,"47,828.83",
DOUBLE LONGO,,146,"27,002.88",
Total by Group: BLACK COFFEE,,14232,"2,316,945.21",
Group: MIXED HOT BEVERAGE,,,,
LATTE SMALL,,3476,"676,016.63",
LATTE MEDIUM,,4210,"952,122.85",
CAPPUCCINO SMALL,,1670,"325,979.25",
CAPPUCCINO MEDIUM,,1567,"354,942.73",
MOCHA SMALL,,1030,"192,921.36",
MOCHA MEDIUM,,1113,"287,626.26",
WHITE MOCHA SMALL,,1837,"322,484.13",
WHITE MOCHA MEDIUM,,2137,"551,107.40",
CARAMEL MACHIATO SMALL,,1272,"285,307.98",
CARAMEL MACHIATO MEDIUM,,1964,"508,520.41",
19-Jan-26,Years:2025 Months:0,,Page 219 of,359
Description,Barcode,Qty,Total Amount,
SIGNATURE HOT CHOCOLATE SMALL,,1067,"241,805.49",
SIGNATURE HOT CHOCOLATE MEDIUM,,1133,"302,072.19",
STEAMED MILK SMALL,,40.75,"4,627.93",
STEAMED MILK MEDIUM,,25,"4,235.89",
LATTE LARGE,,509,"136,602.04",
MOCHA  LARGE,,114,"34,369.13",
CAPPUCCINO LARGE,,220,"58,924.44",
STEAMED MILK LARGE,,2,398.2,
WHITE MOCHA LARGE,,264,"79,236.88",
CARAMEL MACCHIATO LARGE,,137,"41,596.52",
MATCHA LATTE SMALL,,381,"74,510.52",
MATCHA LATTE MEDIUM,,673,"152,246.17",
MATCHA LATTE LARGE,,87,"23,406.25",
FLAT WHITE,,1560,"229,310.53",
HOT DOUBLE SHOT SMALL,,572,"88,522.04",
HOT DOUBLE SHOT MEDIUM,,447,"119,142.94",
HOT DOUBLE SHOT LARGE,,43,"14,168.47",
TOFFEE NUT LATTE MEDIUM,,413,"110,557.84",
TOFFEE NUT LATTE SMALL,,230,"53,589.61",
CLASSIC HOT CHOC SMALL,,439,"98,261.16",
CLASSIC HOT CHOC MEDIUM,,545,"140,786.87",
HOT DOUBLE SHOT TOFFEE NUT SMALL,,7,"1,597.60",
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,,4,"1,194.29",
CLASSIC HOT CHOC LARGE,,42,"12,847.51",
SPANISH LATTE SMALL,,1462,"267,248.71",
SPANISH LATTE MEDIUM,,1753,"517,254.08",
SALTED CARAMEL LATTE SMALL,,147,"30,977.45",
SALTED CARAMEL LATTE MEDIUM,,171,"46,097.78",
SALTED CARAMEL LATTE LARGE,,15,"4,948.95",
SIGNATURE HOT CHOCOLATE LARGE,,70,"21,104.74",
TOFFEE NUT LATTE LARGE,,16,"5,318.32",
Total by Group: MIXED HOT BEVERAGE,,32864.75,"7,373,989.56",
Group: TEA,,,,
ENGLISH BREAKFAST TEA MEDIUM,,620,"71,947.60",
EARL GREY LAVENDER TEA MEDIUM,,278,"44,129.13",
ORGANIC GREEN TEA MEDIUM,,469,"72,725.38",
SOUTHERN MINT HERBAL TEA MEDIUM,,313,"48,486.49",
ADD ENGLISH BREAKFAST TEA BAG,,8,310.21,
19-Jan-26,Years:2025 Months:0,,Page 220 of,359
Description,Barcode,Qty,Total Amount,
ADD EARL GREY LAVENDER  BAG,,1,42.04,
ADD GREEN TEA BAG,,9,382.88,
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,,295,"47,348.35",
SWEET GINGER PEACH BLACK TEA MEDIUM,,54,"8,666.67",
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,,2,75.38,
ADD SWEET GINGER PEACH BLACK  TEA BAG,,2,66.67,
BOMBAY CHAI BLACK TEA MEDIUM,,167,"25,246.25",
MEDITERRANEAN CARAMEL TEA MEDIUM,,53,"8,834.83",
LEMONGRASS&ORANGE TEA MEDIUM,,87,"13,798.80",
ADD LEMONGRASS&ORANGE TEA BAG,,1,42.04,
Total by Group: TEA,,2359,"342,102.70",
Group: BEANS,,,,
YIRGACHEFFE BEANS 250G,,22,"14,204.20",
HOUSE BLEND BEANS 250G,,5,"2,560.96",
AMERICAN COFFEE BEANS 250G,,10,"4,804.80",
Total by Group: BEANS,,37,"21,569.97",
Total by Division: HOT BAR SECTION,,49492.75,"10,054,607.44",
Division: COLD BAR SECTION,,,,
Group: MIXED COLD BEVERAGES,,,,
ICED AMERICANO SMALL,,391,"67,604.47",
ICED AMERICANO MEDIUM,,584,"133,519.41",
ICED LATTE SMALL,,1631,"311,335.80",
ICED LATTE MEDIUM,,3447,"797,847.14",
ICED MOCHA SMALL,,326,"66,857.48",
ICED MOCHA MEDIUM,,792,"210,995.80",
ICED WHITE MOCHA SMALL,,744,"163,930.87",
ICED WHITE MOCHA MEDIUM,,2048,"546,057.06",
ICED AMERICANO LARGE,,138,"36,548.29",
ICED LATTE LARGE,,707,"188,302.10",
ICED MOCHA LARGE,,88,"26,137.81",
ICED WHITE MOCHA LARGE,,412,"122,301.59",
DOUBLE SHOT SHAKEN MEDIUM,,1024,"240,337.24",
DOUBLE SHOT SHAKEN LARGE,,142,"37,917.48",
ICED MATCHA LATTE SMALL,,864,"170,843.48",
ICED MATCHA LATTE MEDIUM,,2250,"521,749.64",
ICED MATCHA LATTE LARGE,,585,"157,049.73",
DOUBLE SHOT SHAKEN SMALL,,1291,"103,446.91",
19-Jan-26,Years:2025 Months:0,,Page 221 of,359
Description,Barcode,Qty,Total Amount,
ICED CARAMEL MACCHIATO SMALL,,903,"208,852.52",
ICED CARAMEL MACCHIATO MEDIUM,,2085,"556,356.52",
ICED CARAMEL MACCHIATO LARGE,,347,"104,332.55",
ICED TOFFEE NUT LATTE SMALL,,23,"5,394.29",
ICED TOFFEE NUT LATTE MEDIUM,,92,"24,653.69",
ICED CLASSIC CHOC MEDIUM,,352,"93,831.83",
ICED CLASSIC CHOC SMALL,,219,"48,875.95",
BLUE NADE,,1396,"370,844.69",
ICED DOUBLE SHOT TOFFEE NUT SMALL,,2,450.21,
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,,4,"1,040.24",
SIGNATURE ICED CHOCOLATE SMALL,,94,"20,792.79",
SIGNATURE ICED CHOCOLATE MEDIUM,,116,"30,681.68",
ICED DOUBLE SHOT TOFFEE NUT LARGE,,1,300,
ICED TOFFEE NUT LATTE LARGE,,5,"1,663.66",
ICED CLASSIC CHOC LARGE,,59,"17,528.83",
SIGNATURE ICED CHOCOLATE LARGE,,34,"10,006.01",
ICED SPANISH LATTE SMALL,,909,"216,617.06",
ICED SPANISH LATTE MEDIUM,,2513,"734,416.11",
ICED SALTED CARAMEL LATTE SMALL,,112,"19,645.01",
ICED SALTED CARAMEL LATTE MEDIUM,,262,"69,757.12",
ICED SALTED CARAMEL LATTE LARGE,,49,"15,036.04",
COLD BREW BOTTLE,,528,"74,561.56",
Total by Group: MIXED COLD BEVERAGES,,27569,"6,528,420.67",
Group: BLENDED BRINKS,,,,
COFFEE FRAPPE SMALL,,192,"36,464.14",
COFFEE FRAPPE MEDIUM,,368,"82,950.00",
CARAMEL FRAPP SMALL,,1853,"401,332.73",
CARAMEL FRAPP MEDIUM,,4618,"1,232,263.31",
CARAMEL FRAPP LARGE,,764,"236,710.13",
COFFEE FRAPP LARGE,,66,"17,053.93",
MOCHA FRAPP SMALL,,515,"114,551.11",
MOCHA FRAPP MEDIUM,,1443,"379,871.23",
MOCHA FRAPP LARGE,,272,"77,066.70",
ESPRESSO FRAPP SMALL,,233,"43,014.95",
ESPRESSO FRAPP MEDIUM,,338,"75,593.69",
ESPRESSO FRAPP LARGE,,101,"25,212.25",
VANILLA CREAM FRAPP SMALL,,731,"161,387.84",
19-Jan-26,Years:2025 Months:0,,Page 222 of,359
Description,Barcode,Qty,Total Amount,
VANILLA CREAM FRAPP MEDIUM,,1309,"340,169.37",
VANILLA CREAM FRAPP LARGE,,242,"67,429.67",
WHITE MOCHA FRAPP SMALL,,225,"48,064.14",
WHITE MOCHA FRAPP MEDIUM,,520,"133,853.93",
WHITE MOCHA FRAPP LARGE,,117,"33,214.50",
WHITE MOCHA CREAM FRAPP SMALL,,56,"12,090.45",
WHITE MOCHA CREAM FRAPP MEDIUM,,165,"42,746.67",
CHOCOLATE CREAM FRAPP MEDIUM,,1484,"396,043.85",
CHOCOLATE CREAM FRAPP LARGE,,268,"74,306.91",
WHITE MOCHA CREAM FRAPP LARGE,,31,"8,617.12",
CHOCOLATE CREAM FRAP SMALL,,960,"210,937.36",
CARAMEL CREAM  FRAPP MEDIUM,,1712,"456,449.97",
CARAMEL CREAM  FRAPP LARGE,,236,"72,879.72",
CARAMEL CREAM FRAPP SMALL,,861,"183,246.34",
MATCHA CREAM  FRAPP SMALL,,194,"44,380.00",
MATCHA CREAM FRAPP MEDIUM,,349,"92,175.26",
MATCHA CREAM FRAPP LARGE,,110,"31,498.95",
STRAWBERRY CREAM FRAPP SMALL,,1059,"212,027.90",
STRAWBERRY CREAM FRAPP MEDIUM,,1479,"394,969.61",
STRAWBERRY CREAM FRAPP LARGE,,345,"96,578.47",
VANILLA FRAP SMALL,,251,"55,810.60",
VANILLA FRAPP MEDIUM,,498,"128,115.08",
VANILLA FRAPP LARGE,,51,"14,111.11",
HAZELNUT FRAPP SMALL,,61,"14,125.29",
HAZELNUT FRAPP MEDIUM,,161,"40,841.32",
HAZELNUT FRAPP LARGE,,17,"4,624.32",
TOFFEENUT FRAP SMALL,,17,"3,860.48",
TOFFEENUT FRAP MEDIUM,,56,"16,172.97",
TOFFEENUT CREAM  FRAP SMALL,,5,"1,240.72",
TOFFEENUT CREAM  FRAP MEDIUM,,9,"2,623.21",
TOFFEENUT CREAM  FRAP LARGE,,4,"1,333.33",
TOFFEENUT FRAP LARGE,,2,666.67,
SALTED CARAMEL FRAPPE SMALL,,70,"16,592.97",
SALTED CARAMEL CREAM FRAPPE SMALL,,22,"5,229.79",
SALTED CARAMEL CREAM FRAPPE MEDIUM,,54,"15,294.20",
SALTED CARAMEL CREAM FRAPPE LARGE,,5,"1,663.96",
SALTED CARAMEL FRAPPE MEDIUM,,256,"71,178.00",
SALTED CARAMEL FRAPPE LARGE,,51,"15,471.47",
19-Jan-26,Years:2025 Months:0,,Page 223 of,359
Description,Barcode,Qty,Total Amount,
STRAWBERRY SHAKE,,20,"6,606.61",
Total by Group: BLENDED BRINKS,,24826,"6,250,714.31",
Group: ICE TEA,,,,
ICED PEACH TEA  SMALL,,848,"85,347.45",
ICED PEACH TEA  MEDIUM,,720,"179,839.52",
ICED LEMON TEA  SMALL,,8,"1,307.51",
ICED LEMON TEA  MEDIUM,,9,"2,267.87",
ICED RASPBERRY TEA  SMALL,,18,"2,566.67",
ICED RASPBERRY TEA  MEDIUM,,30,"8,000.00",
ICED LEMON TEA LARGE,,7,"2,010.81",
ICED PEACH TEA LARGE,,244,"66,892.43",
Total by Group: ICE TEA,,1884,"348,232.25",
Group: ADD SYRUP,,,,
ADD CARAMEL SMALL,,1475,"45,535.38",
ADD VANILLA SMALL,,1051,"31,800.54",
ADD HAZELNUT SMALL,,627,"19,345.44",
ADD CARAMEL MEDIUM,,3619,"116,778.77",
ADD VANILLA MEDIUM,,2516,"80,750.96",
ADD HAZELNUT MEDIUM,,1396,"45,392.22",
ADD SHOT,,5469,"196,804.71",
ADD WHIPPED CREAM,,379,"12,343.63",
ADD MOCHA SMALL,,244,"4,870.75",
ADD WHITE MOCHA SMALL,,2126,"32,329.19",
ADD CARAMEL DRIZZLE,,690,"22,701.29",
ADD CHOCOLATE DRIZZLE,,202,"6,622.13",
ADD CARAMEL LARGE,,443,"13,994.81",
ADD VANILLA LARGE,,737,"23,130.18",
ADD HAZELNUT LARGE,,153,"4,863.42",
ADD CARAMEL SF MEDIUM,,1158,"37,183.70",
ADD CARAMEL SF LARGE,,236,"7,448.68",
ADD VANILLA SF SMALL,,1159,"33,265.92",
ADD VANILLA SF MEDIUM,,1907,"60,945.05",
ADD VANILLA SF LARGE,,354,"11,135.17",
ADD CARAMEL SF SMALL,,740,"23,520.15",
ADD YIRGACHEFFE SHOT,,105,"3,757.36",
REPLACE 1 SHOT YIRGACHEFFE,,3723,"246,697.06",
REPLACE 2 SHOT YIRGACHEFFE,,2865,"187,032.13",
REPLACE 3 SHOT YIRGACHEFFE,,1119,"72,831.47",
19-Jan-26,Years:2025 Months:0,,Page 224 of,359
Description,Barcode,Qty,Total Amount,
NO WHIPPED CREAM,,451,0,
ADD WHITE MOCHA MEDIUM,,2052,"66,602.34",
ADD WHITE MOCHA LARGE,,362,"11,487.87",
1 SHOT DECAFE,,1083,0,
2 SHOT DECAFE,,1650,0,
3 SHOT DECAFE,,296,0,
ADD MOCHA LARGE,,16,503.3,
ADD MOCHA MEDIUM,,249,"8,172.10",
STRAWBERRY DRIZZLE TOPPING,,241,"7,712.40",
ADD TOFFEE NUT SMALL,,9,220.12,
ADD TOFFEE NUT MEDIUM,,8,263.06,
ADD BANANA SAUCE SMALL,,12,403.33,
ADD BANANA SAUCE MEDIUM,,22,733.33,
ADD RASPBERRY SAUCE SMALL,,36,"1,200.00",
ADD RASPBERRY SAUCE MEDIUM,,42,"1,400.00",
ADD RASPBERRY SAUCE LARGE,,6,400,
ADD MATCHA SMALL,,1,45.05,
ADD MATCHA MEDIUM,,12,648.65,
ADD MATCHA LARGE,,1,60.06,
Total by Group: ADD SYRUP,,41042,"1,440,931.73",
Group: REPLACE,,,,
REPLACE ALMOND SMALL,,443,"41,340.85",
REPLACE ALMOND MEDIUM,,753,"87,849.79",
REPLACE COCONUT SMALL,,398,"36,000.67",
REPLACE COCONUT MEDIUM,,749,"70,920.94",
REPLACE SKIMMED MILK SMALL,,2556,0,
REPLACE SKIMMED MILK MEDIUM,,3391,0,
REPLACE LACTOSE FREE SMALL,,1721,0,
REPLACE LACTOSE FREE MEDIUM,,2422,0,
REPLACE SUGAR FREE OAT MEDIUM,,220,"28,152.19",
REPLACE SUGAR FREE OAT SMALL,,92,"8,895.05",
REPLACE SUGAR FREE SOYA SMALL,,30,"2,908.11",
REPLACE SUGAR FREE SOYA MEDIUM,,47,"6,019.22",
REPLACE SUGAR FREE ALMOND SMALL,,55,"5,218.02",
REPLACE SUGAR FREE ALMOND MEDIUM,,75,"9,594.35",
REPLACE ALMOND LARGE,,75,"11,091.38",
REPLACE COCONUT LARGE,,261,"28,433.17",
REPLACE LACTOSE FREE LARGE,,339,0,
19-Jan-26,Years:2025 Months:0,,Page 225 of,359
Description,Barcode,Qty,Total Amount,
REPLACE SKIMMED MILK LARGE,,561,0,
REPLACE SUGAR FREE ALMOND LARGE,,12,"1,834.83",
REPLACE SUGAR FREE OAT LARGE,,49,"7,581.38",
REPLACE SUGAR FREE SOYA LARGE,,12,"1,879.88",
ADD FULL FAT MILK,,12,0,
ADD SKIMMED MILK,,5,0,
Total by Group: REPLACE,,14278,"347,719.84",
Total by Division: COLD BAR SECTION,,109599,"14,916,018.80",
Division: GRAB&GO BEVERAGES,,,,
Group: SOFT DRINKS,,,,
WATER,,33289,"1,237,371.23",
ORANGE JUICE,,796,"133,967.42",
LEMON JUICE,,246,"41,274.77",
MAWARDI JUICE,,248,"41,578.08",
APPLE JUICE,,219,"36,693.69",
POMEGRANATE JUICE,,282,"47,300.45",
SAN BENEDETTO CLEMENTINE 330ML/24,,251,"42,081.53",
SAN BENEDETTO GLASS 250ML/24,,269,"36,523.12",
SAN BENEDETTO LEMON 330ML/24,,319,"53,417.87",
RIM SPARKLING WATER-250 ML,,949,"59,606.20",
Total by Group: SOFT DRINKS,,36868,"1,729,814.37",
Total by Division: GRAB&GO BEVERAGES,,36868,"1,729,814.37",
Division: COFFEE PASTRY,,,,
Group: COFFEE PASTRY,,,,
DOUBLE CHOCOLATE MUFFIN,,849,"169,692.01",
ORANGE CAKE,,354,"102,931.62",
RED VELVET CAKE,,601,"180,698.47",
BROWNIES CAKE,,835,"131,717.87",
LAZY CAKE,,1866,"582,140.42",
BLUEBERRY CHEESE CAKE,,617,"218,242.64",
FRAMBOISE CHEESE CAKE,,318,"112,397.30",
LOTUS CHEESE CAKE,,415,"148,642.94",
CHOCOLATE MUFFIN,,22,"4,315.32",
CARROT CAKE,,382,"109,671.89",
BLUEBERRY MUFFIN,,528,"105,687.69",
APRICOT SABLE,,124,"29,660.81",
CHOCOLATE SABLE,,287,"67,932.58",
19-Jan-26,Years:2025 Months:0,,Page 226 of,359
Description,Barcode,Qty,Total Amount,
RED VELVET MUFFIN_,,92,"18,323.90",
Total by Group: COFFEE PASTRY,,7290,"1,982,055.47",
Total by Division: COFFEE PASTRY,,7290,"1,982,055.47",
Division: CROISSANT,,,,
Group: CROISSANT,,,,
CHEESE CROISSANT,,1158,"239,037.36",
THYME CROISSANT,,332,"63,461.44",
PLAIN CROISSANT,,45,"9,000.00",
CHOCOLATE CROISSANT,,442,"92,644.45",
ALMOND CROISSANT,,140,"31,159.16",
Total by Group: CROISSANT,,2117,"435,302.40",
Total by Division: CROISSANT,,2117,"435,302.40",
Division: COOKIES,,,,
Group: COOKIES,,,,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,,800,"256,025.83",
NY STYLE COOKIE - DOUBLE CHOCOLATE,,212,"66,677.48",
GINGERBREAD COOKIES,,3,900.9,
Total by Group: COOKIES,,1015,"323,604.20",
Total by Division: COOKIES,,1015,"323,604.20",
Division: FRENCH PASTRY,,,,
Group: FRENCH PASTRY,,,,
FONDANT AU CHOCOLAT,,738,"255,537.84",
ECLAIR ORIGINAL,,523,"130,236.13",
ECLAIR CHOCOLAT,,472,"117,910.72",
TARTE AU CHOCOLAT,,226,"57,460.90",
CHRISTMAS ORIGINAL ECLAIR,,363,"90,942.34",
ECLAIR CARAMEL,,187,"45,133.96",
MACARONS,,304,"81,670.27",
CHOCOLATE SALTED CAKE,,356,"111,181.08",
ECLAIR COFFEE,,45,"12,162.16",
CHRISTMAS PISTACHIO ECLAIR,,21,"7,567.57",
Total by Group: FRENCH PASTRY,,3235,"909,802.98",
Total by Division: FRENCH PASTRY,,3235,"909,802.98",
Division: FROZEN YOGHURT,,,,
Group: COMBO TOPPINGS,,,,
GUMMY BEARS COMBO,,6206,0,
GRANOLLA COMBO,,6659,0,
19-Jan-26,Years:2025 Months:0,,Page 227 of,359
Description,Barcode,Qty,Total Amount,
WAFER ROLL COMBO,,4445,0,
MARSHMALLOW COMBO,,7680,0,
BROWNIES COMBO,,7614,0,
LOTUS BISCUIT COMBO,,6093,0,
CHOCOLATE CHIPS COMBO,,6857,0,
OREO COMBO,,6338,0,
SPRINKLES COMBO,,2836,0,
MIXED NUTS COMBO,,3490,0,
OATS COMBO,,36,0,
STRAWBERRY COMBO,,24745,0,
PINEAPPLE COMBO,,9462,0,
MANGO COMBO,,15316,0,
HONEY COMBO,,435,0,
BLUEBERRIES COMBO,,17252,0,
Total by Group: COMBO TOPPINGS,,125464,0,
Group: TOPPINGS,,,,
GRANOLLA,,136,"8,897.84",
WAFER ROLL,,83,"5,529.13",
MARSHMALLOW,,326,"20,948.71",
BROWNIES,,172,"11,698.68",
LOTUS BISCUITS,,977,"62,497.24",
OREO,,1491,"95,122.88",
SPRINKLES,,75,"4,903.06",
CHOCOLATE CHIPS,,459,"31,564.87",
MIXED NUTS,,76,"4,915.98",
GUMMY BEARS,,131,"8,670.45",
STRAWBERRY,,912,"62,705.05",
PINEAPPLE,,316,"20,696.16",
MANGO,,535,"37,224.32",
HONEY,,304,"21,145.59",
BLUEBERRIES,,622,"42,895.14",
Total by Group: TOPPINGS,,6615,"439,415.08",
Group: LUXURY TOPPINGS,,,,
