Branch,Division,Group,Item,Qty,Total Amount
Stories Khaldeh,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE LARGE,79,26493.09
Stories Khaldeh,HOT BAR SECTION,TEA,ENGLISH BREAKFAST TEA MEDIUM,468,58050.15
Stories Khaldeh,HOT BAR SECTION,TEA,EARL GREY LAVENDER TEA MEDIUM,192,30632.13
Stories Khaldeh,HOT BAR SECTION,TEA,ORGANIC GREEN TEA MEDIUM,349,53717.72
Stories Khaldeh,HOT BAR SECTION,TEA,SOUTHERN MINT HERBAL TEA MEDIUM,249,38049.7
Stories Khaldeh,HOT BAR SECTION,TEA,ADD ENGLISH BREAKFAST TEA BAG,7,268.17
Stories Khaldeh,HOT BAR SECTION,TEA,ADD EARL GREY LAVENDER  BAG,13,459.46
Stories Khaldeh,HOT BAR SECTION,TEA,ADD GREEN TEA BAG,3,120.72
Stories Khaldeh,HOT BAR SECTION,TEA,ADD SOUTHERN MINT HERBAL TEA BAG,11,410.21
Stories Khaldeh,HOT BAR SECTION,TEA,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,263,34315.32
Stories Khaldeh,HOT BAR SECTION,TEA,SWEET GINGER PEACH BLACK TEA MEDIUM,117,18624.77
Stories Khaldeh,HOT BAR SECTION,TEA,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,11,392.79
Stories Khaldeh,HOT BAR SECTION,TEA,ADD SWEET GINGER PEACH BLACK  TEA BAG,45,1534.83
Stories Khaldeh,HOT BAR SECTION,TEA,BOMBAY CHAI BLACK TEA MEDIUM,105,15406.91
Stories Khaldeh,HOT BAR SECTION,TEA,ADD BOMBAY CHAI TEA BAG,6,226.13
Stories Khaldeh,HOT BAR SECTION,TEA,MEDITERRANEAN CARAMEL TEA MEDIUM,25,4196.7
Stories Khaldeh,HOT BAR SECTION,TEA,LEMONGRASS&ORANGE TEA MEDIUM,19,2501.5
Stories Khaldeh,HOT BAR SECTION,TEA,ADD MEDITERRANEAN CARAMEL TEA BAG,3,117.42
Stories Khaldeh,HOT BAR SECTION,TEA,ADD LEMONGRASS&ORANGE TEA BAG,2,66.67
Stories Khaldeh,HOT BAR SECTION,BEANS,YIRGACHEFFE BEANS 250G,52,33741.74
Stories Khaldeh,HOT BAR SECTION,BEANS,HOUSE BLEND BEANS 250G,107,54789.19
Stories Khaldeh,HOT BAR SECTION,BEANS,AMERICAN COFFEE BEANS 250G,17,8273.87
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO SMALL,641,128167.31
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO MEDIUM,1270,291017.51
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE SMALL,2952,586387.93
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE MEDIUM,7568,1754506.51
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA SMALL,604,124280.72
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA MEDIUM,1467,392348.59
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,2208,463505.52
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,5121,1367891.54
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,347,91631.79
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,1485,398553.76
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,196,58724.44
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,1233,369662.04
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,2603,608849.33
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,449,120184.75
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,1398,260309.49
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,3803,888359.52
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,1280,349629.79
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,2179,137333.75
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,1211,278305.28
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,3582,960695.26
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,573,174385.95
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,34,8023.24
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,155,41585.95
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,312,83788.59
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,226,46947.93
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,1368,365022.94
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT SMALL,2,480
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,12,3166.37
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE SMALL,108,20300.3
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE MEDIUM,103,27300.3
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE LARGE,20,6633.93
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC LARGE,46,14038.89
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE LARGE,19,5591.59
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE SMALL,1677,389632.91
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE MEDIUM,4759,1396862.28
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE SMALL,336,78499.82
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE MEDIUM,844,227763
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE LARGE,166,52170.27
Stories Khaldeh,COLD BAR SECTION,MIXED COLD BEVERAGES,COLD BREW BOTTLE,772,109477.48
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE SMALL,257,48766.31
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE MEDIUM,611,136023.03
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP SMALL,3249,718600.18
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP MEDIUM,9075,2431536.95
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP LARGE,1716,539456.79
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPP LARGE,124,32148.47
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP SMALL,942,202813.76
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP MEDIUM,2822,745472.56
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP LARGE,613,176400.33
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP SMALL,398,73729.55
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP MEDIUM,880,194231.08
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP LARGE,131,32577.78
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP SMALL,543,115440.72
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP MEDIUM,993,255417.42
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP LARGE,164,47977.3
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP SMALL,415,89025.29
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP MEDIUM,1328,341843.48
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP LARGE,265,76499.07
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP SMALL,107,20048.38
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP MEDIUM,247,64443.84
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP MEDIUM,1993,533363.49
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP LARGE,260,73874.78
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP LARGE,41,11940.69
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAP SMALL,1547,321134.8
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP MEDIUM,1832,489924.81
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP LARGE,263,82006.32
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP SMALL,1206,260794.57
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM  FRAPP SMALL,208,44292.97
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP MEDIUM,592,153890.93
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP LARGE,161,46792.16
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP SMALL,1758,319632.7
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP MEDIUM,2125,571263.19
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP LARGE,385,111277.99
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAP SMALL,257,56848.83
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP MEDIUM,833,213059.82
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP LARGE,134,37446.85
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP SMALL,76,16990.24
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP MEDIUM,242,61461.62
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP LARGE,20,5670.87
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP SMALL,31,7921.68
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP MEDIUM,116,33588.18
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP SMALL,11,2573.27
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP MEDIUM,19,5522.95
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP LARGE,2,663.66
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP LARGE,13,4300.6
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE SMALL,363,84411.08
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE SMALL,83,20121.36
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE MEDIUM,204,56906.25
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE LARGE,31,9979.88
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE MEDIUM,982,273943.46
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE LARGE,176,55711.11
Stories Khaldeh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY SHAKE,5,1651.65
Stories Khaldeh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  SMALL,811,79625.53
Stories Khaldeh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  MEDIUM,834,202991.23
Stories Khaldeh,COLD BAR SECTION,ICE TEA,ICED LEMON TEA  SMALL,5,0
Stories Khaldeh,COLD BAR SECTION,ICE TEA,ICED LEMON TEA LARGE,1,300
Stories Khaldeh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA LARGE,265,72745.41
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SMALL,2137,59392.71
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SMALL,1303,38182.94
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT SMALL,505,15720.84
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL MEDIUM,4566,146020.73
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA MEDIUM,3170,101040.85
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT MEDIUM,960,30768.32
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD SHOT,14081,481951.7
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD WHIPPED CREAM,1058,35382.1
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA SMALL,146,2505.86
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA SMALL,3277,40634.06
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL DRIZZLE,1150,37713.03
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CHOCOLATE DRIZZLE,459,15246.49
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL LARGE,872,27849.52
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA LARGE,1113,35342.46
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT LARGE,182,5887.45
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF MEDIUM,2236,71768.62
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF LARGE,657,21051.47
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF SMALL,1786,55263.7
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF MEDIUM,3531,112543.85
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF LARGE,839,26794.57
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF SMALL,1352,44079.46
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD YIRGACHEFFE SHOT,1410,46941.77
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,REPLACE 1 SHOT YIRGACHEFFE,3589,238612.85
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,REPLACE 2 SHOT YIRGACHEFFE,1855,122099.28
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,REPLACE 3 SHOT YIRGACHEFFE,618,40585.83
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,NO WHIPPED CREAM,411,0
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA MEDIUM,3173,100795.71
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA LARGE,560,17791.95
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,1 SHOT DECAFE,1267,0
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,2 SHOT DECAFE,2360,0
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,3 SHOT DECAFE,615,0
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA LARGE,76,2584.53
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA MEDIUM,181,5985.17
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,STRAWBERRY DRIZZLE TOPPING,382,12112.28
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT SMALL,13,400.03
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT MEDIUM,11,366.4
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE SMALL,68,2239.07
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE MEDIUM,93,3032.82
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE LARGE,6,392.79
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE SMALL,134,4466.67
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE MEDIUM,206,6863.36
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE LARGE,89,5933.33
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA SMALL,2,90.09
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA MEDIUM,6,324.32
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA LARGE,1,60.06
Stories Khaldeh,COLD BAR SECTION,ADD SYRUP,ADD PROTEIN POWDER,2,180.18
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE ALMOND SMALL,908,85731.37
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE ALMOND MEDIUM,1721,207042.34
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE COCONUT SMALL,568,51972.88
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE COCONUT MEDIUM,1308,125547.98
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK SMALL,4813,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK MEDIUM,8286,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE SMALL,3238,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE MEDIUM,5201,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT MEDIUM,555,70660.54
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT SMALL,369,35075.59
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA SMALL,9,859.46
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA MEDIUM,20,2560.96
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND SMALL,44,4347.93
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND MEDIUM,108,14164.92
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE ALMOND LARGE,516,78318.63
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,301,29845.96
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,901,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,1587,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND LARGE,22,3468.47
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,132,20680.63
Stories Khaldeh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,8,1265.77
Stories Khaldeh,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,76,0
Stories Khaldeh,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,38,0
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,36789,1396934.68
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,1293,217901.8
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,424,71310.21
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,355,60013.81
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,470,78826.13
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,487,81746.7
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,478,80311.11
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,264,35972.49
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,537,90214.86
Stories Khaldeh,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,857,55065.95
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,1719,345974.72
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,477,136998.11
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,779,234911.05
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,2579,407546.25
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,3153,997651.36
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,767,278240.54
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,447,163326.73
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,534,195763.06
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,47,9160.72
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,723,207708.65
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,VANILLA MUFFIN,4,738.74
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,1202,241782.4
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,271,64466.73
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,447,105843.12
Stories Khaldeh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,103,20596.7
Stories Khaldeh,CROISSANT,CROISSANT,CHEESE CROISSANT,2205,461033.1
Stories Khaldeh,CROISSANT,CROISSANT,THYME CROISSANT,681,128179.28
Stories Khaldeh,CROISSANT,CROISSANT,PLAIN CROISSANT,18,3600
Stories Khaldeh,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,1199,253701.98
Stories Khaldeh,CROISSANT,CROISSANT,OLIVE CROISSANT,2,441.44
Stories Khaldeh,CROISSANT,CROISSANT,ALMOND CROISSANT,148,32912.91
Stories Khaldeh,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,1951,605012.91
Stories Khaldeh,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,536,163997.6
Stories Khaldeh,COOKIES,COOKIES,GINGERBREAD COOKIES,2,600.6
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,1103,382737.84
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,1079,272637.57
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,1028,260133.33
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,TARTE AU CHOCOLAT,278,70856.76
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,581,144070.81
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,860,219263.79
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,MACARONS,671,180695.5
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,711,224481.65
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,100,27054.05
Stories Khaldeh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,33,11891.89
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,5692,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,5401,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,3604,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,7135,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,8389,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,5928,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,7265,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,6201,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,3267,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,2860,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,482,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,24918,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,12111,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,19110,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,462,0
Stories Khaldeh,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,19160,0
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,GRANOLLA,107,6981.74
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,43,2815.74
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,327,21256.94
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,BROWNIES,99,6352.73
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,1032,67011.77
